"","company_name","overall_rating","num_reviews","company_url","headquarters","review_summary","link_to_reviews"
"6162","GE Power & Water","2.9","136","www.gepowerandwater.com","Schenectady, NY","*Work with really knowledgeable, interesting, helpful, and overall great people *Learn a lot in a very short period of time *Very good pay out of… See all Reviews","http://www.glassdoor.com/Reviews/GE-Power-and-Water-Reviews-E740889.htm"
"6163","Wrigley","4.3","135","www.wrigley.com","Chicago, IL","Open and transparent lines of communication. Great product line See all Reviews","http://www.glassdoor.com/Reviews/Wrigley-Reviews-E743.htm"
"6164","Otis Elevator","3.1","135","www.otisworldwide.com","Farmington, CT","Great benefits and total rewards system. Matching 401K plan. Staff is willing to train new employees. Company also provides tuition reimbursement. See all Reviews","http://www.glassdoor.com/Reviews/Otis-Elevator-Reviews-E7865.htm"
"6165","Deb Shops","2.4","133","www.debshops.com","Philadelphia, PA","the environment is always upbeat, a lot to do to keep you busy. See all Reviews","http://www.glassdoor.com/Reviews/Deb-Shops-Reviews-E1325.htm"
"6166","RTI International","3.6","132","www.rti.org","Durham, NC","I was brought on as a contractor, and the experience was great. As a contractor, sometimes the client wants the world from you. RTI was very gracious… See all Reviews","http://www.glassdoor.com/Reviews/RTI-International-Reviews-E4480.htm"
"6167","The Art Institutes (HQ)","2.7","129","www.artinstitutes.edu","Pittsburgh, PA","You can learn something new everyday. See all Reviews","http://www.glassdoor.com/Reviews/The-Art-Institutes-HQ-Reviews-E129861.htm"
"6168","Adknowledge","3.9","129","www.adknowledge.com","Kansas City, MO","Right company at the right time. Adknowledge is on a steep upward trajectory to be a dominate player in a number of digital marketing channels… See all Reviews","http://www.glassdoor.com/Reviews/Adknowledge-Reviews-E142452.htm"
"6169","NXP","3.4","129","www.nxp.com","Eindhoven, Netherlands","The people here are very talented , dedicated, and decent people. We have an outstanding team, and for that reason alone I look forward to coming to… See all Reviews","http://www.glassdoor.com/Reviews/NXP-Reviews-E13528.htm"
"6170","SITA","2.7","127","www.sita.aero","Geneva, Switzerland","Small knit organization at the Long Island Site, intimate settings, people are friendly. Once a month PIZZA, Friday Bagel days. There is a great work… See all Reviews","http://www.glassdoor.com/Reviews/SITA-Reviews-E8631.htm"
"6171","Neudesic","3.4","124","www.neudesic.com","Irvine, CA","I am liking working here, No travel, WFH...cool technology, and great career path... See all Reviews","http://www.glassdoor.com/Reviews/Neudesic-Reviews-E117212.htm"
"6172","Raymond James Financial","3.5","124","www.raymondjames.com","Saint Petersburg, FL","good morale, fair evaluations, helpful and friendly employees, good benefits, opportunities to learn and advance in the company See all Reviews","http://www.glassdoor.com/Reviews/Raymond-James-Financial-Reviews-E559.htm"
"6173","Dropbox","4.8","122","www.dropbox.com","San Francisco, CA","Dropbox is a company that's growing like wildfire, and with that comes opportunities to grow your career. We're laying the foundation, both… See all Reviews","http://www.glassdoor.com/Reviews/Dropbox-Reviews-E415350.htm"
"6174","MySpace","3.1","122","www.myspace.com","Beverly Hills, CA","Very casual workplace and really great camaraderie. The women in the Fox building overall are stunning. See all Reviews","http://www.glassdoor.com/Reviews/MySpace-Reviews-E40773.htm"
"6175","A Place for Mom","2.9","122","www.aplaceformom.com","Seattle, WA","management is amazing, training is exceptional, work from home, flexibility, truly helping families in a time of need See all Reviews","http://www.glassdoor.com/Reviews/A-Place-for-Mom-Reviews-E240285.htm"
"6176","NetJets","2.2","121","www.netjets.com","Columbus, OH","Getting a Salary would be the number one benefit, beside the heath benefits See all Reviews","http://www.glassdoor.com/Reviews/NetJets-Reviews-E7021.htm"
"6177","NCO Financial","2.4","121","www.ncofinancial.com","Horsham, PA","Good Pay, bonuses, medical insurance See all Reviews","http://www.glassdoor.com/Reviews/NCO-Financial-Reviews-E193011.htm"
"6178","Select Medical","2.5","119","www.selectmedical.com","Mechanicsburg, PA","I liked my co-workers and to some extent it was flexible. See all Reviews","http://www.glassdoor.com/Reviews/Select-Medical-Reviews-E11368.htm"
"6179","Blackhawk Network","3.3","117","www.blackhawknetwork.com","Pleasanton, CA","Good management. Good co-works (didn't work with much) Average pay See all Reviews","http://www.glassdoor.com/Reviews/Blackhawk-Network-Reviews-E105675.htm"
"6180","Staffmark","2.9","116","www.staffmark.com","Cincinnati, OH","Staffmark always kept me working. Most of the assignments were with prestigious companies. Also the assignments were long-term. See all Reviews","http://www.glassdoor.com/Reviews/Staffmark-Reviews-E103824.htm"
"6181","Central Transport","2.6","116","www.centraltransport.com","Warren, MI","Consistent weekly pay, great job experience, once youve worked here you can go anywhere. If youre a new driver this company will develop your skills See all Reviews","http://www.glassdoor.com/Reviews/Central-Transport-Reviews-E243329.htm"
"6182","ClubCorp","2.6","116","www.clubcorp.com","Dallas, TX","A great opportunity to learn how to overcome challenges and grow as an individual and professional; however the lack of corporate support… See all Reviews","http://www.glassdoor.com/Reviews/ClubCorp-Reviews-E2747.htm"
"6183","ASML","3.6","114","www.asml.com","Veldhoven, Netherlands","Cutting edge in engineering feats and opportunity. good stepping stone for optical, mechanical and computer controlled processes. See all Reviews","http://www.glassdoor.com/Reviews/ASML-Reviews-E5781.htm"
"6184","GMR Marketing","4.1","113","www.gmrmarketing.com","New Berlin, WI","You got paid to hang out with your co workers and build a bond. The pay at the job was also not that bad as well! See all Reviews","http://www.glassdoor.com/Reviews/GMR-Marketing-Reviews-E14485.htm"
"6185","LA Quinta","3.3","112","www.lq.com","Irving, TX","Guest made job enjoyable, it was easy to do and co workers were supportive. See all Reviews","http://www.glassdoor.com/Reviews/LA-Quinta-Reviews-E435.htm"
"6186","CDM Smith","2.8","112","www.cdmsmith.com","Cambridge, MA","The company is very stable. There are lots of people who can spend their entire career at CDM Smith. See all Reviews","http://www.glassdoor.com/Reviews/CDM-Smith-Reviews-E467657.htm"
"6187","Trianz","3.5","110","www.trianz.com","Santa Clara, CA","Execution and Client experience is the 'Mantra' at Trianz. The new leadership team that has come on board is highly committed and strives hard to… See all Reviews","http://www.glassdoor.com/Reviews/Trianz-Reviews-E29259.htm"
"6188","Course Hero","4.0","109","www.coursehero.com","Redwood City, CA","You can work anywhere you want as long as you have the access to Internet See all Reviews","http://www.glassdoor.com/Reviews/Course-Hero-Reviews-E361082.htm"
"6189","Silverleaf Resorts","3.0","107","www.silverleafresorts.com","Dallas, TX","- Flexible schedules - Weekly pay + commission (can make a lot of money) - Benefits Offered if Full-Time - Small business feel even though working… See all Reviews","http://www.glassdoor.com/Reviews/Silverleaf-Resorts-Reviews-E10054.htm"
"6190","Zurich Insurance Group","3.3","107","www.zurich.com","Zürich, Switzerland","Financially disciplined company. Great managers of risk. See all Reviews","http://www.glassdoor.com/Reviews/Zurich-Insurance-Group-Reviews-E582526.htm"
"6191","Ranbaxy","3.6","106","www.ranbaxy.com","Princeton, NJ","The employees here are friendly at times when everyone isn't stressed. See all Reviews","http://www.glassdoor.com/Reviews/Ranbaxy-Reviews-E35229.htm"
"6192","Osram Sylvania","2.8","106","www.sylvania.com","Danvers, MA","Good benefits, good pay, good opportunity for advancement, good people, nice work environment See all Reviews","http://www.glassdoor.com/Reviews/Osram-Sylvania-Reviews-E20180.htm"
"6193","AIMCO Properties","2.6","106","www.aimco.com","Denver, CO","Decent salaries. Nothing else. If you build quality, stay far away. See all Reviews","http://www.glassdoor.com/Reviews/AIMCO-Properties-Reviews-E24024.htm"
"6194","New Balance","3.3","106","www.newbalance.com","Brighton, MA","Very good working area. As well as employee appreciation See all Reviews","http://www.glassdoor.com/Reviews/New-Balance-Reviews-E3864.htm"
"6195","Toll Brothers","3.3","101","www.tollbrothers.com","Horsham, PA","The company has a solid reputation for building a great product. They offer excellent benefits. One benefit that is truly unique is that they have… See all Reviews","http://www.glassdoor.com/Reviews/Toll-Brothers-Reviews-E667.htm"
"6196","CSG International","3.2","101","www.csgi.com","Englewood, CO","Stable work environment. Overall, decent compensation/benefits. Good work gets recognized and rewarded. See all Reviews","http://www.glassdoor.com/Reviews/CSG-International-Reviews-E6106.htm"
"6197","Morrison Healthcare","3.2","101","www.morrisonhealthcare.com","Atlanta, GA","good benefits package, great team members at local level See all Reviews","http://www.glassdoor.com/Reviews/Morrison-Healthcare-Reviews-E5949.htm"
"6198","Quantum Corporation","2.9","100","www.quantum.com","San Jose, CA","Work from home. Good pay for the industry. See all Reviews","http://www.glassdoor.com/Reviews/Quantum-Corporation-Reviews-E1812.htm"
"6199","Crowne Plaza Hotels & Resorts","3.1","100","www.ihg.com","Denham, United Kingdom","The Crowne Plaza Pushes for team work which is a major key in any hotel See all Reviews","http://www.glassdoor.com/Reviews/Crowne-Plaza-Hotels-and-Resorts-Reviews-E472503.htm"
"6200","Brinker","3.7","99","www.brinkerjobs.com","Dallas, TX","good base pay, fun work environment See all Reviews","http://www.glassdoor.com/Reviews/Brinker-Reviews-E148.htm"
"6201","eGain","2.7","99","www.egain.com","Sunnyvale, CA","Good on-boarding process supportive environment in the sales org and HR Product progressing in good direction Changing of sales process and… See all Reviews","http://www.glassdoor.com/Reviews/eGain-Reviews-E9240.htm"
"6202","American Water","2.8","99","www.amwater.com","Voorhees, NJ","You go outdoors and check homes who have sprinkling systems. See all Reviews","http://www.glassdoor.com/Reviews/American-Water-Reviews-E44.htm"
"6203","NRG Energy","3.4","99","www.nrgenergy.com","Princeton, NJ","Great pay, satisfactory commute, friendly co-workers, advancement opportunities, union based employment, minimal outdoor working environment, fast… See all Reviews","http://www.glassdoor.com/Reviews/NRG-Energy-Reviews-E11895.htm"
"6204","Torrid","3.2","98","www.torrid.com","City of Industry, CA","The best parts about working for Torrid would be the 40% discount, See all Reviews","http://www.glassdoor.com/Reviews/Torrid-Reviews-E305096.htm"
"6205","CorVel","2.2","98","www.corvel.com","Irvine, CA","Play favorites in moving up See all Reviews","http://www.glassdoor.com/Reviews/CorVel-Reviews-E1658.htm"
"6206","Splunk","3.9","97","www.splunk.com","San Francisco, CA","Disruptive technology, Hdq out of San Fran, Marketing Machine, Seasoned Leadership See all Reviews","http://www.glassdoor.com/Reviews/Splunk-Reviews-E117313.htm"
"6207","Mitel Networks","2.7","97","www.mitel.com","Ottawa, Canada","Market leader in innovation, clear business goals and direction. See all Reviews","http://www.glassdoor.com/Reviews/Mitel-Networks-Reviews-E13569.htm"
"6208","Baker Tilly Virchow Krause","3.6","96","www.bakertilly.com","Chicago, IL","Good pay and opportunities for Growth See all Reviews","http://www.glassdoor.com/Reviews/Baker-Tilly-Virchow-Krause-Reviews-E249007.htm"
"6209","Sunoco","2.9","95","www.sunocoinc.com","Philadelphia, PA","Many people working so help is available See all Reviews","http://www.glassdoor.com/Reviews/Sunoco-Reviews-E629.htm"
"6210","Appen","3.0","95","www.appen.com","Ridgefield, CT","Job was fairly easy, occasionally engaging. See all Reviews","http://www.glassdoor.com/Reviews/Appen-Reviews-E667913.htm"
"6211","Arbitron","3.2","94","www.arbitron.com","Columbia, MD","Good working conditions, flexible hours, great health care See all Reviews","http://www.glassdoor.com/Reviews/Arbitron-Reviews-E12271.htm"
"6212","Fujitsu Consulting","2.6","93","www.fujitsu.com","Edison, NJ","The best reason would be the atmosphere. There's not a lot of pressure, and there is good team support for you. See all Reviews","http://www.glassdoor.com/Reviews/Fujitsu-Consulting-Reviews-E362490.htm"
"6213","Acquity Group","2.8","93","www.acquitygroup.com","Chicago, IL","Dynamic & Creative Front End Developer Group Excellent Compensation Excellent Benefits See all Reviews","http://www.glassdoor.com/Reviews/Acquity-Group-Reviews-E221818.htm"
"6214","M*Modal","2.1","91","www.mmodal.com","Franklin, TN","Educational programs, moving from medical transcriptionist to coder opportunities, discounts on products, cell phone discounts, working from home… See all Reviews","http://www.glassdoor.com/Reviews/M-Modal-Reviews-E560438.htm"
"6215","Medix","3.5","90","www.medixteam.com","Lombard, IL","Medix was my first ""career oriented"" job right out of college, and I can honestly say I can't see myself working anywhere else. The company culture… See all Reviews","http://www.glassdoor.com/Reviews/Medix-Reviews-E151987.htm"
"6216","NIKSUN","3.2","90","www.niksun.com","Princeton, NJ","Developers will work like dogs for you See all Reviews","http://www.glassdoor.com/Reviews/NIKSUN-Reviews-E33662.htm"
